RowNumber,CustomerId,Surname,Geography,HasCrCard,IsActiveMember,Gender,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Exited
346,15763859,Brown,France,1,0,Female,840,43,7,0,2,90908.95,0
347,15658935,Freeman,Germany,1,0,Female,630,34,9,106937.05,2,138275.01,0
348,15747358,Russell,Germany,1,1,Male,643,59,3,170331.37,1,32171.79,0
349,15735203,Seleznyov,Germany,1,1,Female,654,32,1,114510.85,1,126143.23,0
350,15576256,Yusupova,France,1,1,Male,582,39,5,0,2,129892.93,0
351,15659420,Foley,Spain,1,1,Male,659,32,3,107594.11,2,102416.84,0
352,15593365,Shih,Spain,1,1,Male,762,39,2,81273.13,1,18719.67,0
353,15777352,Ikedinachukwu,Spain,1,0,Female,568,32,7,169399.6,1,61936.22,0
354,15812007,Power,Spain,1,1,Male,670,25,6,0,2,78358.94,0
355,15625461,Amos,France,1,1,Female,613,45,1,187841.99,2,147224.27,0
356,15739438,Reed,France,1,0,Male,539,30,0,0,2,160979.66,0
357,15611759,Simmons,Spain,1,1,Female,850,57,8,126776.3,2,132298.49,0
358,15661629,Ricci,Spain,1,0,Male,522,34,9,126436.29,1,174248.52,1
359,15633950,Yen,France,1,1,Male,737,41,1,101960.74,1,123547.28,0
360,15592386,Campbell,France,0,1,Male,520,58,3,0,2,32790.02,0
361,15803716,West,Spain,0,1,Male,706,28,3,0,2,181543.67,0
362,15696674,Robinson,Germany,0,1,Female,643,45,2,150842.93,1,2319.96,1
363,15706365,Bianchi,France,1,1,Female,648,50,9,102535.57,1,189543.19,0
364,15745088,Chen,Germany,1,0,Female,443,29,9,99027.61,2,10940.4,0
365,15676715,Madukaego,France,1,1,Male,640,68,9,0,2,199493.38,0
366,15613085,Ibrahimova,Spain,1,1,Female,628,33,3,0,1,188193.25,0
367,15633537,Nolan,Germany,1,0,Female,540,42,9,87271.41,2,172572.64,0
368,15594720,Scott,Germany,1,1,Female,460,35,8,102742.91,2,189339.6,0
369,15684042,Blair,Germany,0,1,Male,636,34,2,40105.51,2,53512.16,0
370,15583303,Monaldo,France,1,0,Female,593,29,2,152265.43,1,34004.44,0
371,15611579,Sutherland,Spain,1,1,Male,801,42,4,141947.67,1,10598.29,0
372,15774696,Cole,Germany,0,1,Female,640,75,1,106307.91,2,113428.77,0
373,15694506,Briggs,Germany,1,1,Male,611,31,0,107884.81,2,183487.98,0
374,15688074,Gregory,Germany,1,1,Male,802,31,1,125013.72,1,187658.09,0
375,15759537,Bianchi,Germany,1,1,Male,717,35,7,58469.37,2,172459.39,0
376,15758449,Angelo,France,0,1,Female,769,39,8,0,1,21016,0
377,15583456,Gardiner,Germany,1,1,Male,745,45,10,117231.63,3,122381.02,1
378,15667871,Kerr,Spain,1,0,Male,572,35,4,152390.26,1,128123.66,0
379,15677371,Ko,Spain,1,0,Female,629,30,2,34013.63,1,19570.63,0
380,15629677,Distefano,Spain,0,0,Female,687,39,2,0,3,188150.6,1
381,15713578,Farrell,France,1,1,Female,483,50,9,0,2,111020.24,0
382,15591509,Milano,France,1,0,Male,690,36,7,101583.11,2,123775.15,0
383,15568240,Ting,Germany,0,1,Female,492,30,10,77168.87,2,146700.22,0
384,15622993,Boyd,Germany,1,0,Male,709,28,8,124695.72,2,145251.35,0
385,15689294,Onyemaechi,Germany,1,0,Male,705,44,3,105934.96,1,82463.69,0
386,15720910,Black,France,1,1,Female,560,66,9,0,1,15928.49,0
387,15721181,Oliver,Spain,1,0,Male,611,46,6,0,2,45886.33,0
388,15776433,Greco,Spain,1,1,Male,730,62,2,0,2,186489.95,0
389,15748936,Whitehead,Spain,0,1,Female,709,45,2,0,2,162922.65,0
390,15717225,Ikemefuna,France,1,0,Female,544,21,10,161525.96,2,9262.77,0
391,15685226,Morrison,Germany,1,1,Female,712,29,7,147199.07,1,84932.4,0
392,15785611,Onyeoruru,Germany,1,1,Male,752,38,3,183102.29,1,71557.12,0
393,15573456,Cunningham,Spain,1,0,Male,648,46,9,127209,2,77405.95,1
394,15684548,Demidov,Spain,0,0,Male,556,38,8,0,2,417.41,1
395,15620505,Celis,Spain,1,1,Female,594,24,0,97378.54,1,71405.17,0
396,15807432,Cheng,Germany,0,1,Female,645,37,2,136925.09,2,153400.24,0
397,15584766,Knight,France,1,1,Male,557,33,3,54503.55,1,371.05,0
398,15612187,Morin,Germany,1,0,Male,547,32,8,155726.85,1,67789.99,0
399,15762218,Mills,France,0,1,Female,701,39,9,0,2,145894.9,0
400,15646372,Outhwaite,France,1,0,Female,616,66,1,135842.41,1,183840.51,1
401,15690452,Tung,France,1,0,Male,605,52,1,63349.75,1,108887.44,0
402,15747795,Pai,Germany,1,1,Female,593,38,4,129499.42,1,154071.27,0
403,15781589,Carpenter,Spain,0,1,Male,751,52,8,0,2,179291.85,0
404,15732674,Fennell,Spain,0,1,Male,443,36,6,70438.01,2,56937.43,0
405,15642291,Fontaine,France,1,1,Male,685,23,8,0,2,112239.03,0
406,15692761,Pratt,France,1,0,Male,718,36,9,0,1,45909.87,0
407,15578045,Mitchell,Spain,0,0,Female,538,49,9,141434.04,1,173779.25,1
408,15745354,Franklin,Spain,1,0,Female,611,37,4,0,2,125696.26,0
409,15701376,K'ung,Germany,1,1,Male,668,37,10,152958.29,2,159585.61,0
410,15691625,Ko,Germany,1,0,Female,537,41,3,138306.34,1,106761.47,0
411,15566594,McKenzie,Spain,0,0,Male,709,23,10,0,2,129590.18,0
412,15760431,Pino,France,1,1,Male,850,38,1,0,2,80006.65,0
413,15686302,Fisk,Spain,1,1,Female,745,31,3,124328.84,1,140451.52,0
414,15801559,Chiang,Germany,1,1,Female,693,41,9,181461.48,3,187929.43,1
415,15810432,Moseley,Spain,1,0,Male,795,35,8,0,2,167155.36,0
416,15809616,Hsiung,Spain,0,0,Male,626,26,8,0,2,191420.71,0
417,15720559,Heath,Germany,0,0,Female,487,61,5,110368.03,1,11384.45,1
418,15695632,Dellucci,France,1,1,Female,556,39,9,89588.35,1,94898.1,0
419,15659843,Li,France,0,0,Female,643,46,6,0,2,106781.59,0
420,15615624,De Salis,France,0,0,Female,605,28,6,0,2,159508.52,0
421,15810418,T'ang,Germany,1,0,Female,756,60,3,115924.89,1,93524.19,1
422,15716186,Richardson,France,1,0,Female,586,38,2,0,2,87168.46,0
423,15674551,Fitch,Germany,1,0,Male,535,40,7,111756.5,1,8128.32,1
424,15622834,Stevenson,France,1,0,Female,678,35,4,0,1,125518.32,0
425,15566111,Estes,France,1,0,Male,596,39,9,0,1,48963.59,0
426,15784597,Lattimore,France,1,0,Male,648,26,9,162923.85,1,98368.24,0
427,15652883,Chung,Germany,1,0,Male,492,39,10,124576.65,2,148584.61,0
428,15806964,Utz,France,1,1,Male,702,45,0,80793.58,1,27474.81,0
429,15576313,Wei,Germany,1,0,Female,486,40,9,71340.09,1,76192.21,0
430,15806467,Boyle,Germany,0,0,Male,568,40,1,99282.63,1,134600.94,1
431,15597602,Nwachinemelu,Germany,1,1,Male,619,57,3,137946.39,1,72467.99,1
432,15743040,Kuznetsova,Germany,0,1,Male,724,41,2,127892.57,2,199645.45,0
433,15705521,Pisani,Germany,1,0,Female,548,33,0,101084.36,1,42749.85,0
434,15595039,Manna,Germany,1,0,Female,545,37,8,114754.08,1,136050.44,1
435,15799384,Collier,France,0,0,Male,683,33,8,0,1,73564.44,0
436,15581197,Ricci,France,0,1,Female,762,51,3,99286.98,1,85578.63,0
437,15693737,Carr,Germany,1,0,Female,627,30,4,79871.02,2,129826.89,0
438,15624623,Hs?,France,0,0,Male,516,35,10,104088.59,2,119666,0
439,15783501,Findlay,France,1,0,Female,800,38,2,168190.33,2,68052.08,0
440,15690134,Hughes,Germany,1,1,Female,464,42,3,85679.25,1,164104.74,0
441,15782735,Chukwuemeka,France,0,0,Female,626,35,3,0,1,80190.36,0
442,15611088,Genovese,France,1,0,Female,790,31,9,0,2,84126.75,0
443,15672145,Swift,France,1,1,Female,534,34,7,121551.58,2,70179,0
444,15732628,Ugoji,France,1,1,Male,745,46,2,122220.19,1,118024.1,0
445,15787470,Parkinson,Spain,0,0,Male,553,47,3,116528.15,1,145704.19,1
446,15803406,Ross,France,0,1,Female,748,26,1,77780.29,1,183049.41,0
447,15730460,Oleary,France,0,0,Male,722,37,2,0,1,120906.83,0
448,15644572,Turnbull,France,1,1,Male,501,40,4,125832.2,1,100433.83,0
449,15694860,Uspensky,France,0,0,Female,675,38,6,68065.8,1,138777,1
450,15658169,Cook,Spain,1,0,Female,778,47,6,127299.34,2,124694.99,0
451,15794396,Newbold,Germany,1,0,Female,494,38,7,174937.64,1,40084.32,0
452,15785798,Uchechukwu,France,0,1,Male,850,40,9,0,2,119232.33,0
453,15710825,Ch'en,Spain,0,0,Male,592,31,7,110071.1,1,43921.36,0
454,15668444,He,Spain,1,0,Female,590,44,3,139432.37,1,62222.81,0
455,15726631,Hilton,France,0,1,Female,758,39,6,127357.76,1,56577,0
456,15733797,Sal,France,1,0,Male,506,36,5,0,2,164253.35,0
457,15747960,Eluemuno,France,1,1,Male,733,33,3,0,1,7666.73,0
458,15634632,Titus,France,1,0,Male,711,38,3,0,2,68487.51,0
459,15707362,Yin,Germany,0,1,Male,514,43,1,95556.31,1,199273.98,1
460,15662976,Lettiere,Spain,1,1,Male,637,37,8,0,1,186062.36,0
461,15732778,Templeman,Germany,1,1,Male,468,29,1,111681.98,2,195711.16,0
462,15718443,Chibuzo,France,1,0,Male,539,39,3,0,2,36692.17,0
463,15670039,Sun,Spain,1,0,Female,509,25,3,108738.71,2,106920.57,0
464,15773792,Evans,France,1,1,Female,662,32,4,133950.37,1,48725.68,1
465,15613786,Ogbonnaya,Spain,1,1,Male,818,26,4,0,2,167036.94,0
466,15726032,Enyinnaya,France,1,0,Male,608,33,9,89968.69,1,68777.26,0
467,15663252,Olisanugo,Spain,1,1,Female,850,32,9,0,2,18924.92,0
468,15593782,Brookes,Germany,1,0,Female,816,38,5,130878.75,3,71905.77,1
469,15633283,Padovano,France,1,0,Male,536,35,8,0,2,64833.28,0
470,15749167,Fisk,France,1,1,Male,753,35,3,0,2,184843.77,0
471,15759298,Shih,Spain,1,1,Male,631,27,10,134169.62,1,176730.02,0
472,15683625,Hare,France,1,0,Male,703,37,1,149762.08,1,20629.4,1
473,15635367,Muir,France,1,0,Male,774,26,2,93844.69,1,28415.36,0
474,15681705,Fanucci,France,1,0,Male,785,28,8,0,2,77231.27,0
475,15603156,Elewechi,France,1,0,Female,571,33,1,0,2,102750.7,0
476,15591986,Johnston,Germany,0,0,Male,621,46,6,141078.37,1,34580.8,1
477,15798888,Pisano,Germany,1,1,Female,605,31,1,117992.59,1,183598.77,0
478,15809722,Ankudinov,France,1,0,Female,611,40,8,100812.33,2,147358.27,0
479,15677538,Nwokike,France,1,1,Male,569,38,7,0,1,108469.2,0
480,15797736,Smith,France,1,1,Male,658,29,4,80262.6,1,20612.82,0
481,15695585,Atkins,Spain,0,1,Male,788,34,6,156478.62,1,181196.76,0
482,15744398,Burns,France,1,0,Female,525,23,5,0,2,160249.1,0
483,15750658,Obiuto,France,0,0,Male,798,37,8,0,3,110783.28,0
484,15578186,Pirozzi,Germany,1,0,Male,486,37,9,115217.99,2,144995.33,0
485,15676519,George,Spain,1,0,Male,615,61,9,0,2,150227.85,1
486,15637954,Lewis,France,1,1,Female,730,35,0,155470.55,1,53718.28,0
487,15758639,Moran,France,1,0,Male,641,37,7,0,2,75248.3,0
488,15613772,Dalrymple,France,1,1,Male,542,39,3,135096.77,1,14353.43,1
489,15731744,Carslaw,France,0,1,Male,692,30,2,0,2,130486.57,0
490,15807709,Kirby,Germany,1,1,Female,714,55,9,180075.22,1,100127.71,0
491,15714689,Houghton,Spain,1,1,Male,591,29,1,97541.24,1,196356.17,0
492,15699005,Martin,France,1,1,Female,710,41,2,156067.05,1,9983.88,0
493,15624170,Tan,France,0,1,Female,639,38,4,81550.94,2,118974.77,0
494,15725679,Hsia,France,0,0,Female,531,47,6,0,1,194998.34,1
495,15585865,Westerberg,France,0,0,Female,673,38,2,170061.92,2,134901.34,1
496,15804256,Hale,Germany,1,1,Male,765,36,8,92310.54,2,72924.56,0
497,15662403,Kryukova,France,1,0,Female,622,32,6,169089.38,2,101057.95,0
498,15733616,Sopuluchukwu,France,1,1,Male,806,40,5,80613.93,1,142838.64,0
499,15591995,Barry,Germany,1,1,Male,757,26,8,121581.56,2,127059.04,0
500,15677020,Selezneva,France,0,1,Female,570,58,8,0,1,116503.92,1
501,15727688,Chizuoke,Spain,1,1,Male,555,32,4,0,2,54405.79,0
502,15715941,Lueck,France,1,1,Male,692,54,5,0,2,88721.84,0
503,15714485,Udinese,France,1,0,Male,774,60,5,85891.55,1,74135.48,1
504,15730059,Udobata,Spain,1,1,Male,638,44,9,77637.35,2,111346.22,0
505,15715527,Freeman,Spain,0,0,Female,543,41,4,0,1,194902.16,0
506,15576623,Outlaw,France,1,0,Male,584,31,5,0,2,31474.27,0
507,15805565,Obiuto,Germany,1,0,Male,691,30,7,116927.89,1,21198.39,0
508,15677307,Lo,Germany,1,0,Female,684,40,6,137326.65,1,186976.6,0
509,15773890,Okechukwu,France,1,1,Male,733,22,5,0,2,117202.19,0
510,15598883,King,Spain,1,1,Female,599,37,2,0,2,143739.29,0
511,15568506,Forbes,Germany,1,1,Female,524,31,10,67238.98,2,161811.23,0
512,15761043,Macleod,Germany,1,0,Female,632,38,6,86569.76,2,98090.91,0
513,15782236,Gibbs,Spain,0,0,Male,735,34,5,0,2,71095.41,0
514,15593601,Isayev,France,1,1,Male,734,34,6,133598.4,1,13107.24,0
515,15682048,Pisano,France,1,1,Female,605,51,3,136188.78,1,67110.59,1
516,15746902,Belstead,Spain,1,0,Male,793,38,9,0,2,88225.02,0
517,15752081,Vassiliev,France,0,1,Female,468,56,10,0,3,62256.87,1
518,15781307,Schneider,Germany,1,0,Male,779,37,7,120092.52,2,135925.72,0
519,15775912,Mazzanti,France,0,1,Male,698,48,4,101238.24,2,177815.87,1
520,15745417,Knipe,France,0,1,Male,707,58,6,89685.92,1,126471.13,0
521,15671256,Macartney,France,1,0,Female,850,35,1,211774.31,1,188574.12,1
522,15653547,Madukwe,France,1,1,Male,850,56,7,131317.48,1,119175.45,0
523,15595766,Watts,Spain,1,1,Male,527,37,5,93722.73,2,139093.73,0
524,15742358,Humphreys,Germany,1,1,Male,696,32,8,101160.99,1,115916.55,0
525,15763274,Wu,France,0,0,Male,661,48,3,120320.54,1,96463.25,0
526,15786063,Chin,France,1,1,Female,776,31,2,0,2,112349.51,0
527,15600258,Chesnokova,France,1,1,Male,701,43,2,0,2,165303.79,0
528,15573318,Kung,France,1,0,Male,610,26,8,0,2,166031.08,0
529,15653849,Lu,Germany,1,0,Female,572,48,3,152827.99,1,38411.79,1
530,15694272,Nkemakolam,France,1,1,Male,673,30,1,64097.75,1,77783.35,0
531,15736112,Walton,Spain,1,1,Female,519,57,2,119035.35,2,29871.79,0
532,15749851,Brookes,Spain,0,1,Female,702,26,4,135219.57,1,59747.63,0
533,15663478,Baldwin,France,1,1,Male,729,32,6,93694.42,1,79919.13,0
534,15592300,Mai,Spain,1,0,Male,543,35,10,59408.63,1,76773.53,0
535,15567832,Shih,France,1,0,Female,550,40,7,114354.95,1,54018.93,0
536,15776780,He,France,1,0,Male,608,59,1,0,1,70649.64,1
537,15592846,Fiorentini,Germany,1,0,Male,639,35,10,128173.9,2,59093.39,0
538,15739803,Lucciano,Spain,1,0,Male,686,34,9,0,2,127569.8,0
539,15794142,Ferreira,Germany,0,1,Female,564,62,5,114931.35,3,18260.98,1
540,15762729,Ukaegbunam,Germany,1,0,Female,745,28,1,111071.36,1,73275.96,1
541,15667896,De Luca,France,1,1,Male,833,37,8,151226.18,2,136129.49,0
542,15626578,Milne,France,1,1,Male,622,26,9,0,2,153237.59,0
543,15776223,Davide,France,1,1,Female,597,42,4,64740.12,1,106841.12,0
544,15705953,Kodilinyechukwu,Spain,1,0,Male,721,51,0,169312.13,1,109078.35,1
545,15802593,Little,France,0,1,Female,504,49,7,0,3,87822.14,1
546,15615457,Burns,Spain,1,0,Female,842,44,2,112652.08,2,126644.98,0
547,15708916,Paterson,France,1,0,Male,587,38,0,0,2,47414.15,0
548,15720187,Han,Germany,1,0,Female,479,30,7,143964.36,2,41879.99,0
549,15595440,Kryukova,France,1,1,Male,508,49,7,122451.46,2,75808.1,0
550,15600651,Ijendu,France,1,1,Male,749,24,1,0,3,47911.03,0
551,15750141,Reichard,Germany,1,0,Female,721,36,3,65253.07,2,28737.78,0
552,15657284,Day,Germany,1,1,Male,674,47,6,106901.94,1,2079.2,1
553,15763063,Price,Spain,1,0,Female,685,25,10,128509.63,1,121562.33,0
554,15709324,Bruce,France,1,0,Male,417,34,7,0,2,55003.79,0
555,15711309,Sumrall,Germany,1,0,Male,574,33,3,129834.67,1,193131.42,0
556,15775318,Lu,Spain,0,1,Female,590,51,3,154962.99,3,191932.27,1
557,15705515,Lazarev,Germany,1,0,Male,587,40,5,138241.9,2,159418.1,0
558,15634844,Miller,Germany,1,0,Male,598,41,3,91536.93,1,191468.78,1
559,15717046,Wentworth-Shields,Spain,1,1,Male,741,53,3,0,2,38913.68,0
560,15571816,Ritchie,Spain,1,1,Female,850,70,5,0,1,705.18,0
561,15670080,Mackenzie,Germany,0,1,Female,584,29,7,105204.01,1,138490.03,0
562,15800440,Power,Spain,0,1,Male,650,61,1,152968.73,1,82970.69,0
563,15665678,Tan,Spain,1,1,Male,607,36,8,158261.68,1,76744.72,0
564,15665956,Pendergrass,France,1,0,Female,509,46,1,0,1,71244.59,1
565,15788126,Evans,Spain,1,1,Female,689,38,6,121021.05,1,12182.15,0
566,15811773,Hsia,France,1,1,Male,543,36,4,0,2,141210.5,0
567,15651674,Billson,Spain,0,0,Female,438,54,2,0,1,191763.07,1
568,15689614,Teng,Spain,1,1,Female,687,63,1,137715.66,1,37938.74,0
569,15795564,Moretti,Germany,1,1,Male,737,31,5,121192.22,2,74890.58,0
570,15706647,Jordan,France,1,1,Male,761,31,7,0,3,166698.18,0
571,15728505,Ts'ao,France,1,1,Male,601,44,1,100486.18,2,62678.53,0
572,15730076,Osborne,France,1,0,Male,651,45,1,0,1,67740.08,1
573,15622003,Carslaw,France,1,0,Male,745,35,9,92566.53,2,161519.77,0
574,15607312,Ch'ang,Spain,1,1,Female,648,49,10,0,2,159835.78,1
575,15644753,Hung,Spain,1,1,Male,848,40,3,110929.96,1,30876.84,0
576,15653620,Gordon,France,1,1,Female,546,27,8,0,2,14858.1,0
577,15761986,Obialo,Spain,1,0,Female,439,32,3,138901.61,1,75685.97,0
578,15633922,Gray,France,0,1,Male,755,30,4,123217.66,2,144183.1,0
579,15734674,Lin,France,1,0,Female,593,41,6,0,1,65170.66,0
580,15658032,Hopkins,France,1,1,Male,701,39,2,0,2,82526.92,0
581,15692671,Dobson,Spain,1,0,Male,701,36,8,0,2,169161.46,0
582,15737741,McKay,Spain,0,1,Female,607,33,2,108431.87,2,109291.39,1
583,15576352,Revell,Spain,0,1,Female,586,57,3,0,2,6057.81,0
584,15753719,Rickards,Germany,1,0,Female,547,30,9,72392.41,1,77077.14,0
585,15803689,Begum,Germany,0,0,Female,647,51,1,119741.77,2,54954.51,1
586,15718057,Onyinyechukwuka,France,0,0,Female,760,51,2,100946.71,1,179614.8,1
587,15722010,Zuyev,Spain,1,0,Male,621,53,9,170491.84,1,35588.07,1
588,15680998,Nwankwo,France,1,1,Male,725,44,5,0,1,117356.14,0
589,15614782,Hao,France,1,0,Male,526,36,1,0,1,160696.72,0
590,15591047,Ma,Spain,0,0,Female,519,47,6,157296.02,2,147278.43,1
591,15788291,Okwuadigbo,Germany,1,1,Female,713,38,7,144606.22,1,56594.36,1
592,15604044,Mitchell,France,1,0,Male,700,38,8,134811.3,1,1299.75,0
593,15679587,Chan,France,1,1,Female,666,34,9,115897.12,1,25095.03,0
594,15775153,Buchi,Spain,0,0,Male,630,32,4,82034,1,146326.45,0
595,15603925,Greco,Spain,0,1,Female,779,26,4,174318.13,2,38296.21,0
596,15680970,Lombardi,Germany,1,0,Female,611,41,2,114206.84,1,164061.6,0
597,15697183,Uchenna,Spain,1,0,Male,685,43,9,0,2,107811.28,0
598,15567446,Coffman,Germany,1,1,Male,646,39,9,111574.41,1,30838.51,0
599,15637476,Alexandrova,Germany,0,0,Female,683,57,5,162448.69,1,9221.78,1
600,15714939,Fallaci,Germany,0,1,Female,484,34,4,148249.54,1,33738.27,0
601,15683503,Hudson,France,0,1,Female,601,43,8,0,3,110916.15,1
602,15645569,Mai,Spain,1,1,Female,762,26,7,123709.46,2,169654.57,0
603,15782569,Stout,France,0,1,Female,687,72,9,0,1,69829.4,0
604,15592387,Burke,France,1,0,Male,566,30,5,0,1,54926.51,1
605,15609286,Chadwick,France,1,1,Male,702,37,10,150525.8,1,94728.49,0
606,15814035,Lawrence,France,1,1,Male,601,29,9,0,1,80393.27,0
607,15661249,Bellucci,France,0,1,Male,699,53,4,0,2,111307.98,0
608,15629117,Harper,France,1,0,Male,584,28,10,0,2,19834.32,0
609,15607170,Boyle,France,1,1,Male,699,35,5,0,2,78397.24,0
610,15586585,Duncan,Germany,1,0,Female,698,51,2,111018.98,1,86410.28,0
611,15686611,Moss,France,0,0,Male,495,30,10,129755.99,1,172749.65,0
612,15603203,Avdeyeva,France,1,0,Female,650,27,6,0,2,1002.39,0
613,15619857,Crawford,France,1,1,Female,605,64,2,129555.7,1,13601.79,0
614,15805062,Lynton,Spain,1,1,Male,667,38,1,87202.38,1,77866.91,0
615,15660271,Duncan,Germany,1,1,Male,688,26,8,146133.39,1,175296.76,0
616,15745295,Gether,Spain,1,0,Female,727,31,0,0,1,121751.04,1
617,15719352,Davidson,Spain,1,0,Male,754,39,6,170184.99,2,89593.26,0
618,15766575,Larionova,Germany,1,0,Female,612,62,8,140745.33,1,193437.89,1
619,15594594,Loggia,Spain,1,1,Male,546,42,7,139070.51,1,86945,0
620,15646161,Steinhoff,Spain,1,1,Female,673,37,8,0,2,183318.79,0
621,15682585,Guerra,France,1,0,Male,593,35,9,114193.24,1,71154.1,0
622,15603134,Pai,Spain,0,1,Female,656,40,10,167878.5,1,151887.16,0
623,15636444,Craig,Germany,1,1,Female,535,53,5,141616.55,2,75888.65,0
624,15773456,Lazareva,Germany,0,1,Male,678,36,3,145747.67,2,89566.74,0
625,15745307,Ch'iu,Spain,0,1,Female,477,48,2,129120.64,1,26475.79,0
626,15604119,Alderete,Spain,0,0,Male,850,35,7,110349.82,1,126355.8,0
627,15626900,Kung,France,1,1,Male,427,29,1,141325.56,1,93839.3,0
628,15605447,Palermo,France,1,0,Male,752,49,2,78653.84,1,7698.6,0
629,15589030,Ts'ai,France,1,1,Male,649,47,1,0,2,145593.85,0
630,15692463,Rahman,Spain,1,0,Female,799,28,3,142253.65,1,45042.56,0
631,15712403,McMillan,France,1,0,Female,589,61,1,0,1,61108.56,1
632,15811762,Pickering,Germany,1,0,Female,583,54,6,115988.86,1,57553.98,1
633,15718673,Mirams,Spain,1,0,Female,839,33,10,75592.43,1,62674.42,0
634,15724282,Tsao,Germany,1,1,Male,540,44,3,164113.04,2,12120.79,0
635,15738181,Douglas,France,0,0,Male,850,31,6,67996.23,2,50129.87,1
636,15633648,Jideofor,Spain,1,0,Female,696,51,5,0,2,55022.43,0
637,15603323,Bell,Spain,0,0,Female,660,33,1,0,2,117834.91,0
638,15583725,Mairinger,France,0,1,Male,682,48,1,138778.15,1,168840.23,0
639,15588350,McIntyre,France,0,1,Female,744,43,10,147832.15,1,24234.11,0
640,15798398,Pagnotto,France,0,0,Female,785,36,4,135438.4,1,190627.01,0
641,15784844,K'ung,Spain,1,0,Male,752,48,5,116060.08,1,156618.38,1
642,15580684,Feng,France,1,0,Female,706,29,5,112564.62,1,42334.38,0
643,15809663,Donaldson,France,1,1,Female,583,27,1,125406.58,1,110784.42,0
644,15640078,Chambers,Germany,1,0,Female,660,39,5,135134.99,1,173683,1
645,15698786,Marcelo,France,1,0,Female,819,39,9,133102.92,1,27046.46,1
646,15569807,Ejimofor,France,1,0,Female,673,34,8,42157.08,1,20598.59,1
647,15730830,Dale,France,1,1,Female,752,30,3,0,2,104991.28,0
648,15805112,Pokrovsky,France,1,0,Male,578,38,7,82259.29,1,8996.97,0
649,15633064,Stonebraker,France,1,0,Female,438,36,4,0,2,64420.5,0
650,15703119,Liang,France,1,1,Male,652,38,6,0,2,145700.22,0
651,15730447,Anderson,France,1,1,Female,629,49,4,0,2,196335.48,0
652,15813850,Christian,France,1,1,Male,720,52,7,0,1,14781.12,0
653,15711889,Mao,France,1,0,Male,668,42,3,150461.07,1,108139.23,0
654,15664610,Campbell,Germany,1,1,Male,459,48,4,133994.52,1,19287.06,1
655,15751710,Ginikanwa,Spain,1,1,Male,729,31,8,164870.81,2,9567.39,0
656,15692926,Toscani,Germany,1,1,Male,498,25,8,121702.73,1,132210.49,0
657,15813741,Nnachetam,Spain,0,1,Male,549,25,6,193858.2,1,21600.11,0
658,15698474,Sagese,Germany,1,1,Female,601,54,1,131039.97,2,199661.5,0
659,15568595,Fleming,France,1,1,Male,544,64,9,113829.45,1,124341.49,0
660,15603065,Grubb,France,1,0,Female,751,30,6,0,2,15766.1,0
661,15592937,Napolitani,Germany,1,1,Female,632,41,3,81877.38,1,33642.21,0
662,15699637,Anenechi,Spain,1,1,Male,694,57,8,116326.07,1,117704.65,0
663,15667215,Chandler,France,1,1,Male,678,31,2,0,2,58803.28,0
664,15788659,Howells,France,1,1,Male,695,46,4,0,2,137537.22,0
665,15763218,Akeroyd,France,0,1,Female,661,41,1,0,2,131300.68,0
666,15645772,Onwumelu,France,1,1,Male,661,33,9,0,2,84174.81,0
667,15725511,Wallace,France,0,1,Female,559,31,3,127070.73,1,160941.78,0
668,15575024,Uwaezuoke,France,1,1,Male,503,29,3,0,2,143954.99,0
669,15640825,Loyau,Spain,1,1,Male,695,46,3,122549.64,1,56297.85,0
670,15662397,Small,France,1,1,Female,640,42,5,176099.13,1,8404.73,0
671,15576368,Bledsoe,Germany,0,0,Female,624,48,3,122388.38,2,30020.09,0
672,15674991,Kao,France,0,1,Male,667,42,9,0,2,58137.42,0
673,15721024,Wickens,France,0,0,Male,642,26,0,0,1,47472.68,0
674,15745621,Wertheim,Spain,1,1,Female,640,32,6,118879.35,2,19131.71,0
675,15642394,He,Spain,1,1,Male,529,35,5,0,2,187288.5,0
676,15754605,Jarvis,France,1,1,Female,563,39,5,0,2,17603.81,0
677,15607040,P'an,Spain,1,0,Female,593,38,4,88736.44,2,67020.03,0
